name,z,gsmass
Neutron,0,939565.42052
1H,1,938272.08816
2H,1,1875612.94248
3H,1,2808921.133
4H,1,3750086.5533200004
5H,1,4689851.97424
6H,1,5630329.353759999
7H,1,6569084.61128
3He,2,2808391.5555200004
4He,2,3727379.35496
5He,2,4667679.7753800005
6He,2,5605534.739
7He,2,6545509.87432
8He,2,7482540.531440001
9He,2,8423360.77796
10He,2,9363116.200480001
3Li,3,2821617.2644800004
4Li,3,3749766.6438000007
5Li,3,4667616.443020001
6Li,3,5601518.5388400005
7Li,3,6533832.865860001
8Li,3,7471365.667880001
9Li,3,8406868.8711
10Li,3,9346460.69612
11Li,3,10285630.42994
12Li,3,11225405.85036
13Li,3,12164871.27058
5Be,4,4692563.77316
6Be,4,5605295.70688
7Be,4,6534183.7733
8Be,4,7454850.54992
9Be,4,8392751.43154
10Be,4,9325504.56976
11Be,4,10264568.35408
12Be,4,11200963.0492
13Be,4,12141038.47062
14Be,4,13078827.99564
15Be,4,14020193.41636
16Be,4,14959308.837280001
6B,5,5633727.86132
7B,5,6545580.34334
8B,5,7472319.461560001
9B,5,8393308.481180001
10B,5,9324436.7084
11B,5,10252547.908620002
12B,5,11188743.700040001
13B,5,12123430.352760002
14B,5,13062026.194079999
15B,5,13998813.989
16B,5,14938462.41052
17B,5,15876561.13614
18B,5,16816131.55676
19B,5,17755603.27068
20B,5,18696728.6906
21B,5,19637204.11262
8C,6,7483951.176400001
9C,6,8409291.980820002
10C,6,9327573.78504
11C,6,10254018.61226
12C,6,11174863.316880003
13C,6,12109482.429100001
14C,6,13040871.415920002
15C,6,13979218.76964
16C,6,14914533.86056
17C,6,15853365.709280001
18C,6,16788747.1974
19C,6,17727735.78972
20C,6,18664319.704239998
21C,6,19603959.83676
22C,6,20543415.54568
23C,6,21485473.6778
10N,7,9350164.15468
11N,7,10267223.8739
12N,7,11191690.39972
13N,7,12111191.916040001
14N,7,13040203.95356
15N,7,13968936.07678
16N,7,14906012.6482
17N,7,15839692.922519999
18N,7,16776430.11424
19N,7,17710667.30456
20N,7,18648071.64988
21N,7,19583031.1705
22N,7,20521058.16152
23N,7,21457507.887140002
24N,7,22399228.76596
25N,7,23339757.18648
11O,8,10290086.15764
12O,8,11205854.68136
13O,8,12128450.88108
14O,8,13044837.3322
15O,8,13971179.27642
16O,8,14895080.75424
17O,8,15830503.09526
18O,8,16762023.14468
19O,8,17697632.9222
20O,8,18629590.33752
21O,8,19565350.30334
22O,8,20498065.40416
23O,8,21434897.84428
24O,8,22370270.9816
25O,8,23310593.70912
26O,8,24249419.82064
27O,8,25190924.69516
28O,8,26129821.11568
13F,9,12146849.475520002
14F,9,13068282.96864
15F,9,13984379.42106
16F,9,14909981.95308
17F,9,15832752.5748
18F,9,16763168.088720001
19F,9,17692301.633840002
20F,9,18625265.71716
21F,9,19556729.67828
22F,9,20491064.761400003
23F,9,21423050.75262
24F,9,22358804.106840003
25F,9,23294087.85926
26F,9,24232922.450080004
27F,9,25170875.375400003
28F,9,26110639.795720004
29F,9,27048880.293240003
30F,9,27989172.624360003
31F,9,28928547.044880003
15Ne,10,14007517.0567
16Ne,10,14922782.56152
17Ne,10,15846790.340540001
18Ne,10,16767101.607160002
19Ne,10,17695030.14738
20Ne,10,18617730.2628
21Ne,10,19550534.521720003
22Ne,10,20479735.68464
23Ne,10,21414100.458060004
24Ne,10,22344796.964080002
25Ne,10,23280207.204400003
26Ne,10,24214217.92392
27Ne,10,25152281.822740003
28Ne,10,26088024.754559997
29Ne,10,27026618.91978
30Ne,10,27962993.341
31Ne,10,28902388.91632
32Ne,10,29839688.13304
33Ne,10,30780337.55356
34Ne,10,31718532.97408
17Na,11,15864498.482780002
18Na,11,16786310.996600002
19Na,11,17705696.49232
20Na,11,18631111.69844
21Na,11,19553570.45486
22Na,11,20482068.022680003
23Na,11,21409213.663200002
24Na,11,22341819.719720002
25Na,11,23272373.90954
26Na,11,24206365.04376
27Na,11,25139202.137180004
28Na,11,26075225.715400003
29Na,11,27010388.12532
30Na,11,27947676.90464
31Na,11,28882942.36836
32Na,11,29820830.59268
33Na,11,30757464.656600002
34Na,11,31696858.75992
35Na,11,32634488.06224
36Na,11,33574076.48276
37Na,11,34512782.903280005
38Na,11,35453051.3238
39Na,11,36392640.744320005
19Mg,12,17724094.516760003
20Mg,12,18641227.918080002
21Mg,12,19566148.176900003
22Mg,12,20486338.444120005
23Mg,12,21412758.856940005
24Mg,12,22335793.05696
25Mg,12,23268027.954680003
26Mg,12,24196500.296600003
27Mg,12,25129622.348220006
28Mg,12,26060683.099440005
29Mg,12,26996584.787460003
30Mg,12,27929809.87728
31Mg,12,28867063.2012
32Mg,12,29800850.553120002
33Mg,12,30738136.42824
34Mg,12,31672990.98476
35Mg,12,32611801.546880003
36Mg,12,33548036.023199998
37Mg,12,34487361.445420004
38Mg,12,35424701.99144
39Mg,12,36364905.411960006
40Mg,12,37303176.83248
41Mg,12,38243237.253000006
21Al,13,19581823.51024
22Al,13,20504421.93076
23Al,13,21424469.61878
24Al,13,22349166.8374
25Al,13,23271793.77732
26Al,13,24199993.715040002
27Al,13,25126501.09426
28Al,13,26058341.34068
29Al,13,26988478.3981
30Al,13,27922316.14792
31Al,13,28854723.65744
32Al,13,29790069.099159997
33Al,13,30724165.188879997
34Al,13,31661159.056599997
35Al,13,32595427.04702
36Al,13,33533095.263639998
37Al,13,34468448.54656
38Al,13,35406612.65908
39Al,13,36343098.0796
40Al,13,37281923.50012
41Al,13,38219188.92064
42Al,13,39158116.34116
43Al,13,40095883.76168
22Si,14,20519364.5984
23Si,14,21441156.01892
24Si,14,22359449.84984
25Si,14,23284026.08746
26Si,14,24204551.86468
27Si,14,25130802.467
28Si,14,26053188.27552
29Si,14,26984280.095140003
30Si,14,27913236.315560002
31Si,14,28846214.343480002
32Si,14,29776579.795599997
33Si,14,30711637.257319998
34Si,14,31643654.00404
35Si,14,32580748.31116
36Si,14,33514197.769279998
37Si,14,34451556.4841
38Si,14,35385451.79812
39Si,14,36323436.55454
40Si,14,37258277.17976
41Si,14,38197313.58828
42Si,14,39132421.0088
43Si,14,40071413.42932
44Si,14,41007907.84984
45Si,14,41947157.27036
24P,15,22382210.107079998
25P,15,23299885.527599998
26P,15,24222152.948119998
27P,15,25142016.954839997
28P,15,26067022.23156
29P,15,26988711.34248
30P,15,27916957.438199997
31P,15,28844211.85202
32P,15,29775841.62164
33P,15,30705303.25086
34P,15,31638586.001879998
35P,15,32569770.996799998
36P,15,33505871.86212
37P,15,34438620.99814
38P,15,35374489.54816
39P,15,36307830.58098
40P,15,37243960.1274
41P,15,38178613.65262
42P,15,39116179.36404
43P,15,40051630.09696
44P,15,40989190.51748
45P,15,41925523.938
46P,15,42863889.35852
47P,15,43801351.77904
26S,16,24238357.61576
27S,16,25159653.03628
28S,16,26077732.305999998
29S,16,27002058.78192
30S,16,27922588.05484
31S,16,28849098.87806
32S,16,29773619.97568
33S,16,30704543.7562
34S,16,31632692.02752
35S,16,32565271.61194
36S,16,33494947.78096
37S,16,34430209.59838
38S,16,35361738.9118
39S,16,36296931.56032
40S,16,37228750.48304
41S,16,38164073.85576
42S,16,39096938.78908
43S,16,40033875.1778
44S,16,40968360.507520005
45S,16,41905735.60564
46S,16,42841206.02616
47S,16,43779237.44668
48S,16,44715950.8672
49S,16,45655412.28772
28Cl,17,26101409.12444
29Cl,17,27018669.54496
30Cl,17,27940810.87148
31Cl,17,28860595.8729
32Cl,17,29785789.82092
33Cl,17,30709615.28894
34Cl,17,31637672.64716
35Cl,17,32564593.30308
36Cl,17,33495578.9294
37Cl,17,34424833.48992
38Cl,17,35358291.02504
39Cl,17,36289783.02536
40Cl,17,37223519.53068
41Cl,17,38155264.2599
42Cl,17,39089233.78292
43Cl,17,40021400.14264
44Cl,17,40956574.785560004
45Cl,17,41890285.31378
46Cl,17,42826307.0116
47Cl,17,43761964.11432
48Cl,17,44698769.53484
49Cl,17,45635253.95536
50Cl,17,46573734.37588
51Cl,17,47511819.7964
52Cl,17,48451343.21692
29Ar,18,27042113.2126
30Ar,18,27957702.63312
31Ar,18,28878436.05364
32Ar,18,29796413.18936
33Ar,18,30720723.34998
34Ar,18,31643223.4536
35Ar,18,32570048.56222
36Ar,18,33494358.41064
37Ar,18,34425136.37456
38Ar,18,35352863.330680005
39Ar,18,36285830.0646
40Ar,18,37215526.46232
41Ar,18,38148992.953540005
42Ar,18,39079131.88716
43Ar,18,40013038.85728
44Ar,18,40943869.512
45Ar,18,41878266.073920004
46Ar,18,42809759.72044
47Ar,18,43745657.80696
48Ar,18,44680164.253680006
49Ar,18,45616957.623
50Ar,18,46552291.04352
51Ar,18,47490534.46404
52Ar,18,48427117.884560004
53Ar,18,49366806.305080004
54Ar,18,50304040.725600004
31K,19,28900857.72128
32K,19,29820080.1418
33K,19,30737149.56232
34K,19,31659870.98284
35K,19,32581411.971860003
36K,19,33506661.78508
37K,19,34430772.86839999
38K,19,35358266.411520004
39K,19,36284754.079239994
40K,19,37216519.877960004
41K,19,38145989.92937999
42K,19,39078021.54880001
43K,19,40007962.290319994
44K,19,40940250.28684001
45K,19,41870910.24705999
46K,19,42803606.06028
47K,19,43734802.1131
48K,19,44669723.71492001
49K,19,45603890.80094
50K,19,46539268.546160005
51K,19,47473975.046679996
52K,19,48410846.976600006
53K,19,49347182.98632
54K,19,50285845.393240005
55K,19,51222964.81376
56K,19,52161962.23428
57K,19,53099564.6548
58K,19,54038875.07532
59K,19,54977198.49584
33Ca,20,30760111.229960002
34Ca,20,31675475.650480002
35Ca,20,32597263.071000002
36Ca,20,33517116.815120004
37Ca,20,34441926.01414
38Ca,20,35364497.68336
39Ca,20,36290767.58018
40Ca,20,37214697.9896
41Ca,20,38145900.586619996
42Ca,20,39073985.30144
43Ca,20,40005617.827259995
44Ca,20,40934052.07208
45Ca,20,41866202.6747
46Ca,20,42795369.39592
47Ca,20,43727658.44164
48Ca,20,44657272.34096
49Ca,20,45591691.30828
50Ca,20,46524896.183800004
51Ca,20,47459647.21082
52Ca,20,48393207.35064001
53Ca,20,49329580.016959995
54Ca,20,50265301.239080004
55Ca,20,51203305.5514
56Ca,20,52139939.63952
57Ca,20,53078378.32244
58Ca,20,54014903.74296
59Ca,20,54953721.16348
60Ca,20,55890438.584
61Ca,20,56829941.00452
35Sc,21,32618649.738640003
36Sc,21,33539219.159160003
37Sc,21,34458335.57968
38Sc,21,35381788.0002
39Sc,21,36303366.578219995
40Sc,21,37228510.05324
41Sc,21,38151885.14786
42Sc,21,39079900.609680004
43Sc,21,40007327.5633
44Sc,21,40937193.781320006
45Sc,21,41865431.59884
46Sc,21,42796236.375360005
47Sc,21,43725155.28228
48Sc,21,44656482.139800005
49Sc,21,45585917.88142
50Sc,21,46519437.311440006
51Sc,21,47452218.180659994
52Sc,21,48386439.07348
53Sc,21,49319687.185499996
54Sc,21,50255512.90752
55Sc,21,51190602.83204
56Sc,21,52127423.19596001
57Sc,21,53063053.493879996
58Sc,21,54000447.6818
59Sc,21,54936591.80042
60Sc,21,55874385.25164
61Sc,21,56810896.67216
62Sc,21,57749240.09268
63Sc,21,58686472.5132
37Ti,22,34479205.247320004
38Ti,22,35396910.667840004
39Ti,22,36319524.088360004
40Ti,22,37239528.98088001
41Ti,22,38164318.9845
42Ti,22,39086406.26992001
43Ti,22,40013689.138239995
44Ti,22,40936950.24496
45Ti,22,41866982.66698
46Ti,22,42793358.766200006
47Ti,22,43724043.525019996
48Ti,22,44651982.28744
49Ti,22,45583405.33106
50Ti,22,46512031.57908001
51Ti,22,47445224.583399996
52Ti,22,48376973.95152
53Ti,22,49311064.31884
54Ti,22,50243696.044360004
55Ti,22,51179101.48868
56Ti,22,52113005.06520001
57Ti,22,53049520.31212
58Ti,22,53984498.59624
59Ti,22,54921044.49876
60Ti,22,55856304.77128
61Ti,22,56793499.3398
62Ti,22,57729222.76032
63Ti,22,58667035.18084
64Ti,22,59602869.60136
65Ti,22,60541109.02188
39V,23,36339095.756000005
40V,23,37260470.176520005
41V,23,38179810.59704
42V,23,39103393.017560005
43V,23,40024577.383379996
44V,23,40950179.7638
45V,23,41873595.50612
46V,23,42799900.153840005
47V,23,43726463.08456
48V,23,44655486.247880004
49V,23,45583496.1997
50V,23,46513729.22172001
51V,23,47442243.45704
52V,23,48374497.63476001
53V,23,49305583.09078
54V,23,50239030.601
55V,23,51171297.83382
56V,23,52105733.67124001
57V,23,53038976.11346
58V,23,53974474.69788001
59V,23,54908788.7658
60V,23,55844806.08092
61V,23,56779210.46374
62V,23,57715668.524960004
63V,23,58650635.65178
64V,23,59587560.269
65V,23,60523240.68952
66V,23,61460567.11004
67V,23,62396593.53056
41Cr,24,38199386.264680006
42Cr,24,39117555.685200006
43Cr,24,40040033.10572
44Cr,24,40960054.96024001
45Cr,24,41885456.15976
46Cr,24,42806993.49548001
47Cr,24,43733396.0729
48Cr,24,44656631.95392001
49Cr,24,45585615.02154
50Cr,24,46512180.10936001
51Cr,24,47442484.86258
52Cr,24,48370010.17120001
53Cr,24,49301636.16502
54Cr,24,50231482.50264001
55Cr,24,51164801.660960004
56Cr,24,52096120.96208001
57Cr,24,53030375.2044
58Cr,24,53962402.48892001
59Cr,24,54897772.46354
60Cr,24,55830473.998560004
61Cr,24,56766380.09768
62Cr,24,57699518.0954
63Cr,24,58635686.50872
64Cr,24,59569718.930240005
65Cr,24,60506542.35716
66Cr,24,61441189.77768
67Cr,24,62378550.1982
68Cr,24,63313640.61872
69Cr,24,64251183.03924
70Cr,24,65186659.45976
43Mn,25,40058820.77336
44Mn,25,40980437.19388
45Mn,25,41899495.6144
46Mn,25,42823536.33192
47Mn,25,43744881.80554
48Mn,25,44669645.64076
49Mn,25,45592816.46148
50Mn,25,46519303.602
51Mn,25,47445181.36732
52Mn,25,48374207.30564
53Mn,25,49301722.44916
54Mn,25,50232348.65188
55Mn,25,51161688.461100005
56Mn,25,52093983.435320005
57Mn,25,53024902.928440005
58Mn,25,53958055.74076
59Mn,25,54889852.08008
60Mn,25,55823903.5702
61Mn,25,56756623.485020004
62Mn,25,57691335.75083999
63Mn,25,58624466.75776
64Mn,25,59559858.884279996
65Mn,25,60493374.6818
66Mn,25,61429085.73772
67Mn,25,62363722.86584
68Mn,25,63299903.286359996
69Mn,25,64234985.70688
70Mn,25,65171366.127399996
71Mn,25,66106681.54792
72Mn,25,67043616.968439996
73Mn,25,67979607.38896
45Fe,26,41918362.28204
46Fe,26,42836644.70256
47Fe,26,43759818.12308
48Fe,26,44680422.7244
49Fe,26,45605174.67122
50Fe,26,46526943.04464
51Fe,26,47452724.42246
52Fe,26,48376075.61488
53Fe,26,49304954.3257
54Fe,26,50231141.29832
55Fe,26,51161408.591740005
56Fe,26,52089776.95496
57Fe,26,53021696.202980004
58Fe,26,53951217.0516
59Fe,26,54884201.467920005
60Fe,26,55814947.355840005
61Fe,26,56748934.125760004
62Fe,26,57680470.678679995
63Fe,26,58615207.2077
64Fe,26,59547367.38872
65Fe,26,60482613.13744
66Fe,26,61415257.295959994
67Fe,26,62351110.82818
68Fe,26,63284397.953999996
69Fe,26,64220582.374520004
70Fe,26,65154392.79504
71Fe,26,66090833.215560004
72Fe,26,67025043.63608
73Fe,26,67961816.0566
74Fe,26,68896590.47712
75Fe,26,69834079.89764
76Fe,26,70769677.31816
47Co,27,43777042.79072
48Co,27,44699660.21124
49Co,27,45619625.63176
50Co,27,46543319.11728
51Co,27,47465060.4729
52Co,27,48389552.742120005
53Co,27,49312731.450440004
54Co,27,50238874.85976
55Co,27,51164349.03288
56Co,27,52093832.613800004
57Co,27,53022021.57942
58Co,27,53953014.04624
59Co,27,54882125.60086
60Co,27,55814199.10548
61Co,27,56744445.467
62Co,27,57677413.34712
63Co,27,58608480.29544
64Co,27,59542033.51236
65Co,27,60474134.84808
66Co,27,61408405.6152
67Co,27,62340986.47372001
68Co,27,63276159.77484
69Co,27,64208911.01436
70Co,27,65144265.60268
71Co,27,66077914.74080001
72Co,27,67013454.30372
73Co,27,67947309.72424
74Co,27,68883235.14476
75Co,27,69817711.56528
76Co,27,70754095.9858
77Co,27,71689303.40632
78Co,27,72627416.82684
48Ni,28,44715598.87888
49Ni,28,45637442.2994
50Ni,28,46556957.71992
51Ni,28,47480253.14044
52Ni,28,48400825.88056
53Ni,28,49325249.01178
54Ni,28,50247095.6308
55Ni,28,51172532.085020006
56Ni,28,52095454.50144
57Ni,28,53024772.28876001
58Ni,28,53952121.48228
59Ni,28,54882687.6238
60Ni,28,55810865.31112
61Ni,28,56742610.63154
62Ni,28,57671580.325160004
63Ni,28,58604307.970180005
64Ni,28,59534215.9304
65Ni,28,60467683.27172001
66Ni,28,61398296.88064
67Ni,28,62332054.585260004
68Ni,28,63263827.553679995
69Ni,28,64198806.8236
70Ni,28,65131065.71132
71Ni,28,66066367.446440004
72Ni,28,66999041.72176
73Ni,28,67934653.73018001
74Ni,28,68867585.8124
75Ni,28,69803518.23292
76Ni,28,70737070.65344
77Ni,28,71673380.07396
78Ni,28,72607325.49448
79Ni,28,73545604.915
80Ni,28,74481980.33552
81Ni,28,75420585.75604
82Ni,28,76357481.17656
52Cu,29,48421003.2286
53Cu,29,49341237.64912
54Cu,29,50264596.06964
55Cu,29,51185721.65516
56Cu,29,52110221.431480005
57Cu,29,53033036.249000005
58Cu,29,53960171.51492
59Cu,29,54886975.012940004
60Cu,29,55816482.31076001
61Cu,29,56744337.61048
62Cu,29,57675028.23200001
63Cu,29,58603730.00912
64Cu,29,59535379.564440005
65Cu,29,60465034.40986001
66Cu,29,61397533.897879995
67Cu,29,62327966.7365
68Cu,29,63261213.348519996
69Cu,29,64192538.27384
70Cu,29,65126792.21296
71Cu,29,66058551.56418001
72Cu,29,66992973.7958
73Cu,29,67925263.45682001
74Cu,29,68859738.79584
75Cu,29,69792768.89306001
76Cu,29,70727751.58428
77Cu,29,71661364.48390001
78Cu,29,72596931.94112
79Cu,29,73530807.48064001
80Cu,29,74468047.00316
81Cu,29,75404307.42368001
82Cu,29,76342001.8442
83Cu,29,77278771.26472001
84Cu,29,78216928.68524
54Zn,30,50279664.73728
55Zn,30,51202578.157800004
56Zn,30,52122927.57832
57Zn,30,53047261.998840004
58Zn,30,53969029.510759994
59Zn,30,54895606.80808
60Zn,30,55820142.116399996
61Zn,30,56749461.78312001
62Zn,30,57676136.70524
63Zn,30,58606585.46616001
64Zn,30,59534288.97768
65Zn,30,60465875.07300001
66Zn,30,61394381.97252
67Zn,30,62326894.92624
68Zn,30,63256262.24856
69Zn,30,64189345.59918
70Zn,30,65119692.8636
71Zn,30,66053422.92542
72Zn,30,66984100.32504
73Zn,30,67918146.50566001
74Zn,30,68849477.29988
75Zn,30,69784169.21069999
76Zn,30,70715919.20272
77Zn,30,71650927.12434001
78Zn,30,72583727.18976
79Zn,30,73519272.23278
80Zn,30,74452550.0148
81Zn,30,75389493.06912
82Zn,30,76324872.87684
83Zn,30,77262371.93236
84Zn,30,78198331.35288
85Zn,30,79136610.77340001
86Zn,30,80073074.19392
56Ga,31,52143978.24596
57Ga,31,53063923.666480005
58Ga,31,53987279.087
59Ga,31,54908578.507520005
60Ga,31,55834211.92804
61Ga,31,56758165.03926001
62Ga,31,57684806.78528
63Ga,31,58611740.807500005
64Ga,31,59540949.18132
65Ga,31,60468618.62414001
66Ga,31,61399046.48656
67Ga,31,62327385.160679996
68Ga,31,63258672.3662
69Ga,31,64187924.70652
70Ga,31,65119836.477239996
71Ga,31,66050101.59876
72Ga,31,66983146.54468
73Ga,31,67913529.5928
74Ga,31,68846673.41292
75Ga,31,69777756.49834
76Ga,31,70711414.58916
77Ga,31,71643212.99298
78Ga,31,72576995.362
79Ga,31,73509645.19041999
80Ga,31,74444463.97844
81Ga,31,75377553.79336001
82Ga,31,76313745.12868
83Ga,31,77248912.82519999
84Ga,31,78185569.92052001
85Ga,31,79121414.10154001
86Ga,31,80058880.86156
87Ga,31,80995310.28208
88Ga,31,81933263.7026
58Ge,32,54002747.75464
59Ge,32,54925457.175160006
60Ge,32,55845758.59568
61Ge,32,56770989.016200006
62Ge,32,57694155.43672
63Ge,32,58620855.70514001
64Ge,32,59544955.52256
65Ge,32,60474286.90228001
66Ge,32,61400652.191
67Ge,32,62331079.61652001
68Ge,32,63258268.63704
69Ge,32,64189640.86436
70Ge,32,65117673.60488
71Ge,32,66049823.0836
72Ge,32,66978637.93712
73Ge,32,67911420.41244
74Ge,32,68840789.60156
75Ge,32,69773849.18348
76Ge,32,70703987.3576
77Ge,32,71637481.48842001
78Ge,32,72568326.40424
79Ge,32,73502155.38246
80Ge,32,74433641.35008
81Ge,32,75368379.07190001
82Ge,32,76300749.79772
83Ge,32,77236682.53304
84Ge,32,78171004.63856
85Ge,32,79107523.75218001
86Ge,32,80042741.3492
87Ge,32,80980009.94972
88Ge,32,81915602.37024
89Ge,32,82853606.79076001
90Ge,32,83789691.21128
60As,33,55867145.26332
61As,33,56787080.68384001
62As,33,57711338.10436
63As,33,58633782.52488001
64As,33,59559202.9454
65As,33,60483317.08442001
66As,33,61409723.16204
67As,33,62336655.117460005
68As,33,63265841.91988
69As,33,64193118.3714
70As,33,65123390.68152
71As,33,66051325.50404
72As,33,66982483.05036
73As,33,67911254.20738001
74As,33,68842841.0026
75As,33,69772160.96112
76As,33,70704397.88444
77As,33,71634267.03686
78As,33,72566860.50468001
79As,33,73497535.4944
80As,33,74430451.08172001
81As,33,75361626.46914001
82As,33,76295548.46016
83As,33,77227478.65327999
84As,33,78162788.5218
85As,33,79096947.04282
86As,33,80032668.14784001
87As,33,80967506.48466
88As,33,81904189.03788
89As,33,82839586.45840001
90As,33,83776607.87892
91As,33,84712574.29944
92As,33,85650206.71996
63Se,34,58649877.19252001
64Se,34,59571413.61304
65Se,34,60496729.03356001
66Se,34,61419544.45408
67Se,34,62346151.069800004
68Se,34,63270036.01752
69Se,34,64199284.84984001
70Se,34,65125283.770160004
71Se,34,66055561.25408
72Se,34,66982333.6828
73Se,34,67913468.58342001
74Se,34,68840976.87124
75Se,34,69772514.69625999
76Se,34,70700926.32368
77Se,34,71633072.88820001
78Se,34,72562140.53872
79Se,34,73494743.12913999
80Se,34,74424395.20536
81Se,34,75357259.77808002
82Se,34,76287549.0038
83Se,34,77221296.45492
84Se,34,78152183.36944
85Se,34,79087211.56146002
86Se,34,80020616.13808
87Se,34,80956187.281
88Se,34,81890223.30952
89Se,34,82826609.21494001
90Se,34,83761295.49856001
91Se,34,84698009.69088
92Se,34,85633365.3876
93Se,34,86570685.80812001
94Se,34,87506256.22864
95Se,34,88444101.64916
65Br,35,60512725.7012
66Br,35,61437127.12172
67Br,35,62359700.54224
68Br,35,63284929.96276
69Br,35,64208949.10388
70Br,35,65135277.0558
71Br,35,66061694.35841999
72Br,35,66990629.13764
73Br,35,67917539.20346
74Br,35,68847390.93488
75Br,35,69775066.17889999
76Br,35,70705378.21892
77Br,35,71633926.58534
78Br,35,72565203.33476001
79Br,35,73494081.53608
80Br,35,74425754.68100001
81Br,35,75355160.76302
82Br,35,76287133.23544
83Br,35,77217112.29896
84Br,35,78149837.02148001
85Br,35,79080538.74059999
86Br,35,80014976.06472
87Br,35,80948210.73914
88Br,35,81882880.55796
89Br,35,82816816.35587999
90Br,35,83752584.42920001
91Br,35,84686971.53252
92Br,35,85623340.12364
93Br,35,86558176.80596
94Br,35,87494904.89628
95Br,35,88430173.3168
96Br,35,89367349.73732
97Br,35,90302999.15784
98Br,35,91240500.57836
67Kr,36,62376162.20988001
68Kr,36,63297576.6304
69Kr,36,64222553.05092001
70Kr,36,65145099.47144
71Kr,36,66071358.59096001
72Kr,36,66995239.32288
73Kr,36,67924122.24990001
74Kr,36,68849836.26752
75Kr,36,69779338.58153999
76Kr,36,70706142.60936001
77Kr,36,71636480.96608001
78Kr,36,72563966.2326
79Kr,36,73495196.32912
80Kr,36,74423239.26864
81Kr,36,75354930.62856
82Kr,36,76283529.13488
83Kr,36,77215624.3897
84Kr,36,78144669.78552
85Kr,36,79077122.89874001
86Kr,36,80006831.66276
87Kr,36,80940881.91228
88Kr,36,81873394.24960001
89Kr,36,82808043.85512002
90Kr,36,83741114.49084
91Kr,36,84676593.87945999
92Kr,36,85610292.62288001
93Kr,36,86546420.05290002
94Kr,36,87480702.37472
95Kr,36,88417385.33594
96Kr,36,89351956.68336001
97Kr,36,90289108.96898001
98Kr,36,91223919.246
99Kr,36,92161091.66652
100Kr,36,93096582.08704
101Kr,36,94033972.50756001
71Rb,37,66084913.55960001
72Rb,37,67010312.98012
73Rb,37,67934151.40734
74Rb,37,68859741.11096
75Rb,37,69785932.52668
76Rb,37,70714166.2386
77Rb,37,71641308.93352
78Rb,37,72570698.10964
79Rb,37,73498324.85586
80Rb,37,74428446.26428
81Rb,37,75356659.13890001
82Rb,37,76287422.13032
83Rb,37,77216033.40393999
84Rb,37,78146839.17676
85Rb,37,79075924.91088001
86Rb,37,80006839.347
87Rb,37,80936482.65382
88Rb,37,81869965.55324
89Rb,37,82802356.26346001
90Rb,37,83736197.19148001
91Rb,37,84669311.8189
92Rb,37,85603778.52052
93Rb,37,86537425.16734001
94Rb,37,87472976.37796001
95Rb,37,88407142.96558
96Rb,37,89343173.02780001
97Rb,37,90277502.33472002
98Rb,37,91213146.43244001
99Rb,37,92147888.53516
100Rb,37,93084237.90468001
101Rb,37,94019430.46990001
102Rb,37,94956239.67712002
103Rb,37,95891849.01624
104Rb,37,96829022.43676001
73Sr,38,67947683.06828
74Sr,38,68870340.48879999
75Sr,38,69796021.53931999
76Sr,38,70719886.69544001
77Sr,38,71647825.00276
78Sr,38,72573948.59707999
