name,z,gsmass
194Tl,81,180641528.56632
195Tl,81,181571804.86674002
196Tl,81,182503957.66076002
197Tl,81,183434594.13878003
198Tl,81,184366913.72400004
199Tl,81,185297877.17962
200Tl,81,186230383.44284
201Tl,81,187161743.99166
202Tl,81,188094438.46268
203Tl,81,189026151.6854
204Tl,81,189959061.00972003
205Tl,81,190891080.39244002
206Tl,81,191824141.99456003
207Tl,81,192756854.96118
208Tl,81,193692633.379
209Tl,81,194627232.80642
210Tl,81,195563124.69804
211Tl,81,196497787.80206
212Tl,81,197433749.22908002
213Tl,81,198368637.82530004
214Tl,81,199304810.07012
215Tl,81,200239855.49064
216Tl,81,201176226.91116
217Tl,81,202111555.33168
218Tl,81,203048005.7522
178Pb,82,165767622.80884
179Pb,82,166697595.14256
180Pb,82,167625096.56607997
181Pb,82,168555421.1182
182Pb,82,169483201.29392
183Pb,82,170413939.94464
184Pb,82,171341962.46456003
185Pb,82,172272966.93768004
186Pb,82,173201321.3512
187Pb,82,174132509.39672002
188Pb,82,175061179.43743998
189Pb,82,175992640.54365999
190Pb,82,176921562.05928
191Pb,82,177853181.52960002
192Pb,82,178782415.03192002
193Pb,82,179714231.72264004
194Pb,82,180643747.21596
195Pb,82,181575711.13138002
196Pb,82,182505595.038
197Pb,82,183437691.99552
198Pb,82,184367864.04844
199Pb,82,185300193.84656
200Pb,82,186230668.83048
201Pb,82,187163142.75280002
202Pb,82,188093967.29052
203Pb,82,189026615.52104002
204Pb,82,189957786.28215998
205Pb,82,190890620.03658
206Pb,82,191822098.8016
207Pb,82,192754926.44932002
208Pb,82,193687123.99064
209Pb,82,194622752.03596002
210Pb,82,195557132.27968
211Pb,82,196492861.80929998
212Pb,82,197427299.99311998
213Pb,82,198363139.42564
214Pb,82,199297654.10076
215Pb,82,200233673.46678
216Pb,82,201168237.57880002
217Pb,82,202104619.99932
218Pb,82,203039518.41984
219Pb,82,203975977.84036
220Pb,82,204910939.26088
184Bi,83,171353682.78980002
185Bi,83,172281836.21032
186Bi,83,173212345.77584
187Bi,83,174140602.09926
188Bi,83,175071284.67668003
189Bi,83,175999908.91130003
190Bi,83,176930871.77192003
191Bi,83,177859722.42514002
192Bi,83,178790921.34116003
193Bi,83,179720065.41708
194Bi,83,180651421.06800002
195Bi,83,181580912.62502003
196Bi,83,182512423.25964
197Bi,83,183442239.20096004
198Bi,83,184374046.64168003
199Bi,83,185304116.9808
200Bi,83,186236038.13812003
201Bi,83,187166473.80734
202Bi,83,188098646.04776
203Bi,83,189029366.11108002
204Bi,83,189961739.19740003
205Bi,83,190892813.65172002
206Bi,83,191825345.11184004
207Bi,83,192756812.86466002
208Bi,83,193689491.37508002
209Bi,83,194621597.0407
210Bi,83,195556557.81932
211Bi,83,196490984.72434002
212Bi,83,197426219.99636003
213Bi,83,198360600.36278003
214Bi,83,199296125.3684
215Bi,83,200230449.52042
216Bi,83,201166188.33284
217Bi,83,202100538.41226
218Bi,83,203036518.58348
219Bi,83,203971180.50800002
220Bi,83,204907225.92852002
221Bi,83,205841983.34904003
222Bi,83,206778320.76956
223Bi,83,207712914.19008002
224Bi,83,208649323.6106
186Po,84,173219081.82168
187Po,84,174149298.1947
188Po,84,175077424.11231998
189Po,84,176008040.59314
190Po,84,176936393.98656002
191Po,84,177867382.06498
192Po,84,178795878.41520002
193Po,84,179727113.69912001
194Po,84,180655928.49084002
195Po,84,181587310.56066
196Po,84,182516452.58168
197Po,84,183448022.345
198Po,84,184377436.24692002
199Po,84,185309164.78344002
200Po,84,186238956.04576004
201Po,84,187170870.66438
202Po,84,188100944.3562
203Po,84,189033069.21772
204Po,84,189963533.07863998
205Po,84,190895846.84436
206Po,84,191826673.66508
207Po,84,192759210.73560002
208Po,84,193690381.33552003
209Po,84,194622978.63664004
210Po,84,195554885.68896002
211Po,84,196489900.34528002
212Po,84,197423457.54639998
213Po,84,198358667.54052
214Po,84,199292345.18484002
215Po,84,200227767.48156002
216Po,84,201161585.68608004
217Po,84,202097180.9108
218Po,84,203031148.21512002
219Po,84,203966967.02964
220Po,84,204901043.22816
221Po,84,205837047.62728
222Po,84,206771254.2384
223Po,84,207707383.85772002
224Po,84,208641758.27824003
225Po,84,209577729.69876
226Po,84,210512381.11928
227Po,84,211448418.53980002
191At,85,177875803.71842
192At,85,178806359.65564
193At,85,179734860.69906
194At,85,180665705.63268
195At,85,181594445.9278
196At,85,182525497.15172002
197At,85,183454549.16404003
198At,85,184385689.78156003
199At,85,185315069.26118
200At,85,186246398.8334
201At,85,187176091.40032
202At,85,188107779.82704002
203At,85,189037706.42886
204At,85,189969487.88668004
205At,85,190899872.72900003
206At,85,191831911.95412004
207At,85,192762617.97994003
208At,85,193694869.65436003
209At,85,194625949.88658
210At,85,195558355.6606
211At,85,196490174.67962003
212At,85,197424687.81964
213At,85,198358230.55336004
214At,85,199292925.01588002
215At,85,200226541.6807
216At,85,201161549.06331998
217At,85,202095181.06984
218At,85,203030380.80776
219At,85,203964170.70028
220At,85,204899644.5378
221At,85,205833545.62092003
222At,85,206769210.01324
223At,85,207703179.10426003
224At,85,208638956.21627998
225At,85,209573061.3664
226At,85,210508827.78692
227At,85,211443266.20744002
228At,85,212379094.62796003
229At,85,213313583.04848
193Rn,86,179743459.94840002
194Rn,86,180671635.75452
195Rn,86,181602455.51894
196Rn,86,182530874.50296
197Rn,86,183461903.81648
198Rn,86,184390657.229
199Rn,86,185321821.79732
200Rn,86,186250875.30104002
201Rn,86,187182262.44416004
202Rn,86,188111589.39848
203Rn,86,189043174.0115
204Rn,86,189972882.04591998
205Rn,86,190904636.49064
206Rn,86,191834707.45396
207Rn,86,192766699.73378003
208Rn,86,193697173.18280002
209Rn,86,194629381.62622002
210Rn,86,195560212.01324
211Rn,86,196492555.55356002
212Rn,86,197424145.75168
213Rn,86,198358603.1366
214Rn,86,199291473.51612002
215Rn,86,200226118.30284002
216Rn,86,201159034.70456
217Rn,86,202093934.06698
218Rn,86,203026987.0018
219Rn,86,203962093.04132
220Rn,86,204895369.78744
221Rn,86,205830723.25586
222Rn,86,206764117.97228003
223Rn,86,207699629.837
224Rn,86,208633179.29992002
225Rn,86,209568762.46154
226Rn,86,210502469.61376002
227Rn,86,211438102.34348
228Rn,86,212371954.076
229Rn,86,213307567.11782
230Rn,86,214241970.13664
231Rn,86,215177636.55716002
197Fr,87,183470136.41912
198Fr,87,184400954.26224002
199Fr,87,185329642.04806
200Fr,87,186260498.34868
201Fr,87,187189447.4325
202Fr,87,188120454.50472
203Fr,87,189049723.48264003
204Fr,87,189980948.47836003
205Fr,87,190910525.45628
206Fr,87,191842082.5192
207Fr,87,192771974.47002
208Fr,87,193703652.66483998
209Fr,87,194634029.53686
210Fr,87,195565962.29088002
211Fr,87,196496659.58010003
212Fr,87,197428777.98892003
213Fr,87,198360233.88954002
214Fr,87,199294323.86576
215Fr,87,200227094.44597998
216Fr,87,201161241.4362
217Fr,87,202094079.16252
218Fr,87,203028318.04064
219Fr,87,203961369.65646002
220Fr,87,204895729.13908
221Fr,87,205829018.1784
222Fr,87,206763613.11731997
223Fr,87,207697111.45413998
224Fr,87,208631971.84916
225Fr,87,209565537.93168
226Fr,87,210500731.9654
227Fr,87,211434387.96532002
228Fr,87,212369583.85404
229Fr,87,213303361.98176
230Fr,87,214238674.60828
231Fr,87,215172762.5169
232Fr,87,216108248.88612
233Fr,87,217042590.19244
201Ra,88,187197284.70604002
202Ra,88,188125916.88056
203Ra,88,189056937.41338003
204Ra,88,189985891.2832
205Ra,88,190917128.14992002
206Ra,88,191846384.00264
207Ra,88,192777826.48786002
208Ra,88,193707534.53888002
209Ra,88,194639158.94170004
210Ra,88,195569237.63452002
211Ra,88,196501120.76634002
212Ra,88,197431584.24896
213Ra,88,198363622.65928
214Ra,88,199294863.95700002
215Ra,88,200228797.31062
216Ra,88,201161050.89184004
217Ra,88,202095143.05776
218Ra,88,203027393.17188
219Ra,88,203961635.5822
220Ra,88,204894007.92872
221Ra,88,205828193.80804
222Ra,88,206761044.23956
223Ra,88,207695451.37598002
224Ra,88,208628538.0624
225Ra,88,209563199.38432
226Ra,88,210496368.01624
227Ra,88,211431372.02076
228Ra,88,212364628.84168
229Ra,88,213299744.7116
230Ra,88,214233193.15992
231Ra,88,215168387.43664002
232Ra,88,216102162.01616
233Ra,88,217037493.22828
234Ra,88,217971583.88140002
235Ra,88,218907225.57452002
205Ac,89,190924919.98706
206Ac,89,191855792.16428
207Ac,89,192784947.7469
208Ac,89,193716056.47692
209Ac,89,194645634.59914
210Ac,89,195577047.90716
211Ac,89,196506921.40168002
212Ac,89,197438571.61540002
213Ac,89,198368907.15032
214Ac,89,199300693.50764
215Ac,89,200231784.88626
216Ac,89,201165398.16188
217Ac,89,202097444.8512
218Ac,89,203031087.48332
219Ac,89,203963300.30474
220Ac,89,204896968.60435998
221Ac,89,205829249.99298
222Ac,89,206762834.84239998
223Ac,89,207695532.21422
224Ac,89,208629435.40524
225Ac,89,209562332.65196002
226Ac,89,210496498.66468
227Ac,89,211429533.0712
228Ac,89,212364072.31412
229Ac,89,213297361.70564002
230Ac,89,214232004.24756
231Ac,89,215165422.81928
232Ac,89,216100308.4966
233Ac,89,217033956.22242
234Ac,89,217968983.47184002
235Ac,89,218902993.54366
236Ac,89,219838351.47988003
237Ac,89,220772548.08319998
208Th,90,193721472.66296002
209Th,90,194652668.97628003
210Th,90,195581832.3528
211Th,90,196513143.34072003
212Th,90,197442871.92424
213Th,90,198374375.24736
214Th,90,199304444.17668
215Th,90,200236164.7804
216Th,90,201167035.99272004
217Th,90,202100437.33394003
218Th,90,203032092.39416
219Th,90,203965682.53698
220Th,90,204897403.394
221Th,90,205831147.87852
222Th,90,206762905.10064
223Th,90,207696581.56376
224Th,90,208628685.85528004
225Th,90,209562494.5521
226Th,90,210494876.11812
227Th,90,211428977.32994
228Th,90,212361437.56656
229Th,90,213295746.30768
230Th,90,214228517.4052
231Th,90,215162964.78492004
232Th,90,216096089.80664003
233Th,90,217030868.83666003
234Th,90,217964244.25548
235Th,90,218899143.1528
236Th,90,219832874.69352
237Th,90,220768068.68874002
238Th,90,221702080.17136002
239Th,90,222637675.59188002
211Pa,91,196520808.18216002
212Pa,91,197451846.57868004
213Pa,91,198381398.3509
214Pa,91,199312698.15472
215Pa,91,200242536.90754
216Pa,91,201174050.25796
217Pa,91,202104775.30348
218Pa,91,203037864.24560001
219Pa,91,203969292.00142002
220Pa,91,204902481.26164
221Pa,91,205834071.91126
222Pa,91,206767255.43008
223Pa,91,207699022.79009998
224Pa,91,208632041.64292
225Pa,91,209564030.03224
226Pa,91,210497201.09096003
227Pa,91,211429491.96178
228Pa,91,212363079.301
229Pa,91,213295546.63352
230Pa,91,214229317.44083998
231Pa,91,215162062.32766
232Pa,91,216096078.64548
233Pa,91,217029115.6089
234Pa,91,217963459.17112002
235Pa,91,218896903.31094
236Pa,91,219831442.47516
237Pa,91,220765130.24458
238Pa,91,221699990.75280002
239Pa,91,222633992.25952
240Pa,91,223569127.68004
241Pa,91,224503325.10056
215U,92,200249110.68318003
216U,92,201178781.90000004
217U,92,202110131.67572004
218U,92,203040598.33244002
219U,92,203973493.72946003
220U,92,204904605.93728
221U,92,205837705.99490002
222U,92,206768952.92612
223U,92,207702219.47354
224U,92,208633410.99856004
225U,92,209566534.40738
226U,92,210497985.3088
227U,92,211431195.64232
228U,92,212362864.70504
229U,92,213296349.42976
230U,92,214228247.92148003
231U,92,215161932.95810002
232U,92,216094230.55472004
233U,92,217028034.32984
234U,92,217960754.28056002
235U,92,218895022.19658002
236U,92,219828042.1112
237U,92,220762481.76992002
238U,92,221695893.47104
239U,92,222630652.51356003
240U,92,223564289.42768002
241U,92,224499380.7682
242U,92,225433101.18872002
243U,92,226368536.60924003
219Np,93,203979123.75360003
220Np,93,204911655.92892003
221Np,93,205842531.02544
222Np,93,206775443.75735998
223Np,93,207706321.78228
224Np,93,208639189.5702
225Np,93,209570269.51002002
226Np,93,210502962.39164
227Np,93,211434218.64686003
228Np,93,212366923.96908
229Np,93,213298429.1987
230Np,93,214231358.53711998
231Np,93,215163239.71554
232Np,93,216096393.65116
233Np,93,217028552.75888002
234Np,93,217962053.1534
235Np,93,218894635.49422002
236Np,93,219828464.64044005
237Np,93,220761452.24225998
238Np,93,221695529.33828
239Np,93,222628879.8428
240Np,93,223563379.18332002
241Np,93,224496872.16924
242Np,93,225431468.03996003
243Np,93,226365299.27688003
244Np,93,227300266.69740003
245Np,93,228234278.11791998
221Pu,94,205848088.69308
222Pu,94,206778746.11360002
223Pu,94,207711175.53412002
224Pu,94,208641816.95464003
225Pu,94,209574471.37516
226Pu,94,210505323.79568002
227Pu,94,211437982.2162
228Pu,94,212368730.54752
229Pu,94,213301511.75864002
230Pu,94,214232543.10976002
231Pu,94,215165413.62388003
232Pu,94,216096960.05400002
233Pu,94,217030145.08492002
234Pu,94,217961937.33244002
235Pu,94,218895263.80386
236Pu,94,219827477.06968
237Pu,94,220761161.3251
238Pu,94,221693726.90012002
239Pu,94,222627646.09314004
240Pu,94,223560677.29096004
241Pu,94,224495001.18398005
242Pu,94,225428257.0512
243Pu,94,226362788.83042
244Pu,94,227296334.40744
245Pu,94,228231200.64656
246Pu,94,229164911.34148002
247Pu,94,230100314.62660003
223Am,95,207717241.20176
224Am,95,208649483.62228
225Am,95,209579928.0428
226Am,95,210512166.46332002
227Am,95,211442817.88384002
228Am,95,212375053.30436
229Am,95,213305786.26358002
230Am,95,214237920.1454
231Am,95,215168999.56592
232Am,95,216101462.98644
233Am,95,217032765.40696
234Am,95,217965465.82748002
235Am,95,218897195.07100004
236Am,95,219830176.66852
237Am,95,220762181.08904
238Am,95,221695474.20816
239Am,95,222627937.23518
240Am,95,223561551.0866
241Am,95,224494469.41162002
242Am,95,225428497.20024002
243Am,95,226361698.28156
244Am,95,227295896.51468
245Am,95,228229411.89970002
246Am,95,229163996.87372002
247Am,95,230097539.29424
248Am,95,231032581.71476
249Am,95,231966652.13528
231Cm,96,215173250.23356003
232Cm,96,216103881.65408003
233Cm,96,217036364.60860002
234Cm,96,217967287.78392002
235Cm,96,218900168.91564
236Cm,96,219831406.41216
237Cm,96,220764294.84498
238Cm,96,221695986.9864
239Cm,96,222629182.84762004
240Cm,96,223561254.21024
241Cm,96,224494725.87796003
242Cm,96,225427321.89128003
243Cm,96,226361194.23750004
244Cm,96,227293958.24152002
245Cm,96,228228005.03434002
246Cm,96,229161111.52776003
247Cm,96,230095521.80728003
248Cm,96,231028875.5656
249Cm,96,231963727.60392
250Cm,96,232897460.59844002
251Cm,96,233832613.09566003
252Cm,96,234766406.06448
233Bk,97,217041362.74224
234Bk,97,217973409.16276002
235Bk,97,218904280.58328003
236Bk,97,219836558.0038
237Bk,97,220767652.42432
238Bk,97,221700166.84484
239Bk,97,222631729.26536
240Bk,97,223564727.68588
241Bk,97,224496529.1064
242Bk,97,225429780.52692002
243Bk,97,226362190.93714002
244Bk,97,227295709.24836004
245Bk,97,228228303.29547998
246Bk,97,229161950.54799998
247Bk,97,230094967.25191998
248Bk,97,231029102.87004
249Bk,97,231962312.26156002
250Bk,97,232896912.04108003
251Bk,97,233830682.12290004
252Bk,97,234765364.73212004
253Bk,97,235699495.15263999
254Bk,97,236634403.57316
237Cf,98,220771963.97606
238Cf,98,221702681.51248002
239Cf,98,222635215.933
240Cf,98,223566496.75352
241Cf,98,224499332.77404
242Cf,98,225430883.21236
243Cf,98,226363935.61508
244Cf,98,227295962.53440002
245Cf,98,228229363.67812002
246Cf,98,229161562.86464
247Cf,98,230095076.13856
248Cf,98,231027698.80568
249Cf,98,231961677.6836
250Cf,98,232894619.38371998
251Cf,98,233829078.12784
252Cf,98,234762471.85496
253Cf,98,235697232.90618002
254Cf,98,236630766.8622
255Cf,98,237565745.66132
256Cf,98,238499409.08184
239Es,99,222640136.60064
240Es,99,223572221.02116
241Es,99,224503341.44168
242Es,99,225435905.86220002
243Es,99,226367259.28272
244Es,99,227300070.70324
245Es,99,228231663.12376
246Es,99,229164780.45888004
247Es,99,230097034.1413
248Es,99,231030136.38532
249Es,99,231962723.80584002
250Es,99,232896065.22636002
251Es,99,233828943.71268
252Es,99,234763220.8818
253Es,99,235696430.84922
254Es,99,236630908.62984002
255Es,99,237564497.82096002
256Es,99,238499139.74948
257Es,99,239432819.17000002
258Es,99,240367542.59052002
241Fm,100,224508314.10931998
242Fm,100,225438968.52984
243Fm,100,226371311.95036
244Fm,100,227302437.37088
245Fm,100,228235269.79140002
246Fm,100,229166641.85512003
247Fm,100,230099717.63244003
248Fm,100,231031336.66816
249Fm,100,231964452.11337999
250Fm,100,232896499.269
251Fm,100,233829879.98822
252Fm,100,234762231.88984
253Fm,100,235696254.94196
254Fm,100,236629306.00168002
255Fm,100,237563698.06660002
256Fm,100,238496876.48431998
257Fm,100,239431475.92824
258Fm,100,240364701.25816
259Fm,100,241299697.67868
260Fm,100,242233156.0992
244Md,101,227308464.03852004
245Md,101,228239856.45904
246Md,101,229171980.87956
247Md,101,230103364.30008
248Md,101,231035981.7206
249Md,101,231967602.93302003
250Md,101,232900315.23664004
251Md,101,233832376.95666003
252Md,101,234765371.41388005
253Md,101,235697610.8232
254Md,101,236631262.24372
255Md,101,237564228.67274
256Md,101,238498345.08476
257Md,101,239431367.28878
258Md,101,240365559.25880003
259Md,101,241298922.34632003
260Md,101,242233422.76684004
261Md,101,243166897.18736
262Md,101,244101429.60788
248No,102,231039152.38824
249No,102,231971791.80876002
250No,102,232902935.22928
251No,102,233835827.6498
252No,102,234767264.67192
253No,102,235700246.10014
254No,102,236632104.82276
255No,102,237565687.55538002
256No,102,238498192.77
257No,102,239432110.88702002
258No,102,240364952.59344
259No,102,241298931.42136002
260No,102,242231869.43448
261No,102,243166386.85500002
262No,102,244099350.27552
263No,102,245033897.69604
264No,102,245967407.11656
251Lr,103,233840307.31744
252Lr,103,234772472.73796
253Lr,103,235703899.90448
254Lr,103,236636516.40660003
255Lr,103,237568311.94102
256Lr,103,238501605.33204
257Lr,103,239434070.84056002
258Lr,103,240367529.26108003
259Lr,103,241300220.6816
260Lr,103,242234216.10212
261Lr,103,243166920.52264002
262Lr,103,244100938.94316003
263Lr,103,245033919.36368
264Lr,103,245968225.7842
265Lr,103,246901488.20472002
266Lr,103,247836354.62524003
253Rf,104,235708404.82612002
254Rf,104,236639574.24664003
255Rf,104,237572265.66716003
256Rf,104,238503569.75327998
257Rf,104,239436708.24609998
258Rf,104,240368680.29812
259Rf,104,241302294.34924
260Rf,104,242234482.76976
261Rf,104,243168136.49648002
262Rf,104,244100693.61080003
263Rf,104,245034467.03132004
264Rf,104,245967460.45183998
265Rf,104,246901519.87236
266Rf,104,247834529.29288
267Rf,104,248769146.7134
268Rf,104,249702710.13392
255Db,105,237576837.3348
256Db,105,238509043.75532
257Db,105,239440485.16394
258Db,105,240373332.67896003
259Db,105,241305310.10348004
260Db,105,242238389.43740004
261Db,105,243170597.85792
262Db,105,244104116.27844
263Db,105,245036329.69896
264Db,105,245970127.11948
265Db,105,246902611.54000002
266Db,105,247836427.96052003
267Db,105,248769188.38104004
268Db,105,249703828.80156004
269Db,105,250637411.22208
270Db,105,251572083.6426
258Sg,106,240376549.264
259Sg,106,241309290.68452
260Sg,106,242240849.67304
261Sg,106,243173801.29456002
262Sg,106,244105659.46288
263Sg,106,245038981.3666
264Sg,106,245970945.78712
265Sg,106,246904498.20764002
266Sg,106,247836996.62816
267Sg,106,248770565.04868
268Sg,106,249703071.46920002
269Sg,106,250637462.88972002
270Sg,106,251570790.31024
271Sg,106,252505480.73076
272Sg,106,253438829.15128002
273Sg,106,254373550.57180002
260Bh,107,242246982.77267998
261Bh,107,243178364.7239
262Bh,107,244111031.54152
263Bh,107,245042685.03424
264Bh,107,245975724.45476002
265Bh,107,246907709.87528002
266Bh,107,247840757.29580003
267Bh,107,248773009.71631998
268Bh,107,249706334.13684
269Bh,107,250638590.55736
270Bh,107,251573006.97788
271Bh,107,252506084.3984
272Bh,107,253440527.81892002
273Bh,107,254373895.23944002
274Bh,107,255308366.65996003
275Bh,107,256242029.08047998
276Bh,107,257176529.501
277Bh,107,258110214.92152
278Bh,107,259045022.34204
263Hs,108,245047440.70188004
264Hs,108,245978819.8056
265Hs,108,246911650.98192
266Hs,108,247843384.51084
267Hs,108,248776522.38396
268Hs,108,249708256.80448002
269Hs,108,250641332.22500002
270Hs,108,251573333.64552003
271Hs,108,252507501.06604004
272Hs,108,253440322.48656
273Hs,108,254374512.90708
274Hs,108,255307621.3276
275Hs,108,256242110.74812
276Hs,108,257175236.16864002
277Hs,108,258110029.58916003
278Hs,108,259043451.00968003
279Hs,108,259978275.43020004
280Hs,108,260911717.85072
265Mt,109,246916783.21056
266Mt,109,247849406.52428
267Mt,109,248781103.0516
268Mt,109,249713931.47212002
269Mt,109,250645418.89264
270Mt,109,251578520.31316
271Mt,109,252510272.73368
272Mt,109,253444197.15420002
273Mt,109,254377041.57472
274Mt,109,255310985.99524
275Mt,109,256243842.41576
276Mt,109,257178082.83628002
277Mt,109,258111229.2568
278Mt,109,259045493.67732
279Mt,109,259978656.09784
280Mt,109,260913224.51836002
281Mt,109,261846684.93888
282Mt,109,262780999.3594
267Ds,110,248786484.71924
268Ds,110,249717730.13976002
269Ds,110,250650539.83838004
270Ds,110,251581880.8628
271Ds,110,252514670.40132
272Ds,110,253446167.82184002
273Ds,110,254379843.24236003
274Ds,110,255312432.66288
275Ds,110,256246399.0834
276Ds,110,257178721.50392002
277Ds,110,258112705.92444003
278Ds,110,259045312.34496
279Ds,110,259979594.76548
280Ds,110,260912491.18600002
281Ds,110,261846796.60652003
282Ds,110,262779988.02704
283Ds,110,263714317.44756
284Ds,110,264647524.86808002
272Rg,111,253452490.48948002
273Rg,111,254384009.91000003
274Rg,111,255317167.33052003
275Rg,111,256249505.75103998
276Rg,111,257182948.17156
277Rg,111,258115567.59208
278Rg,111,259049023.0126
279Rg,111,259981928.43312
280Rg,111,260915397.85364002
281Rg,111,261848594.27416003
282Rg,111,262782360.69468004
283Rg,111,263715571.11519998
284Rg,111,264649639.53572
285Rg,111,265582864.95624
286Rg,111,266517240.37676
276Cn,112,257185518.83920002
277Cn,112,258118983.25972003
278Cn,112,259051065.68024004
279Cn,112,259984541.10076004
280Cn,112,260916904.52128
281Cn,112,261850672.9418
282Cn,112,262783041.36232
283Cn,112,263716824.78284
284Cn,112,264649482.20336002
285Cn,112,265583566.62388003
286Cn,112,266516519.04440004
287Cn,112,267450910.46492004
288Cn,112,268383875.88544
278Nh,113,259056722.34788
279Nh,113,259988548.7684
280Nh,113,260921771.18892002
281Nh,113,261853875.60944
282Nh,113,262787388.02996
283Nh,113,263719776.45048
284Nh,113,264653300.87100002
285Nh,113,265585978.29152
286Nh,113,266519515.71204
287Nh,113,267452487.13256
288Nh,113,268386614.55308002
289Nh,113,269319597.97360003
290Nh,113,270253745.39412
284Fl,114,264654847.53864002
285Fl,114,265588389.95916003
286Fl,114,266520796.37968004
287Fl,114,267454350.8002
288Fl,114,268387049.22072005
289Fl,114,269320905.64124
290Fl,114,270253902.06176
291Fl,114,271188066.48228
287Mc,115,267457649.46784002
288Mc,115,268391227.88836002
289Mc,115,269323658.30888003
290Mc,115,270257248.72940004
291Mc,115,271190265.14992
292Mc,115,272124161.57044
289Lv,116,269326988.97652
290Lv,116,270259145.39704
291Lv,116,271192754.81756
292Lv,116,272125204.23808
293Lv,116,273059118.65860003
291Ts,117,271196699.48520005
292Ts,117,272130042.90572
293Ts,117,273062513.32624
294Ts,117,273995865.74676
293Og,118,273066200.99388003
294Og,118,273998394.4144
295Og,118,274931765.83492
